g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3	
0 0	2 3	3 4	8 12	5 8	0 1	2 3	3 4	4 6	0 1	0	0 1	16	30	77	3	49	7401	12	4	2	2 3	2 3	4 6	1 2	0 1	80000 120000	
1 2	3 4	1 2	2 3	5 8	5 8	0 0	2 3	6 9	1 2	1	12 19	4	9	15	1	27	2992	19	4	2	2 3	0 1	0 1	4 6	2 3	190088 285132	
0 1	3 4	0 1	3 4	3 4	6 9	3 4	3 4	3 4	1 2	1	21 32	42	85	192	9	7	17297	6	3	2	4 6	4 6	4 6	4 6	3 4	279910 419865	
0 0	2 3	0 0	2 3	2 3	1 2	3 4	2 3	6 9	4 6	1	19 28	10	30	55	3	1	4877	20	2	3	1 2	2 3	1 2	4 6	3 4	233513 350270	
0 1	0 0	0 1	8 12	8 12	5 8	0 1	2 3	2 3	2 3	0	6 9	11	31	52	2	34	4270	7	3	3	1 2	3 4	2 3	0 1	0 1	89556 134335	
0 0	0 0	1 2	6 9	2 3	1 2	0 1	0 1	2 3	3 4	1	21 32	11	18	58	3	5	5502	9	2	2	1 2	4 6	1 2	0 1	3 4	230850 346275	
1 2	3 4	0 1	5 8	4 6	6 9	2 3	0 1	4 7	3 4	0	1 2	47	93	192	8	9	17682	2	4	1	1 2	4 6	1 2	3 4	0 1	94026 141039	
1 2	3 4	3 4	7 10	5 8	1 2	2 3	0 0	3 4	0 1	0	11 16	7	10	10	2	15	1802	16	1	1	2 3	4 6	3 4	4 6	1 2	153963 230944	
2 3	0 1	2 3	5 8	1 2	7 10	4 6	1 2	0 1	3 4	0	8 12	20	39	108	5	35	9281	13	5	5	2 3	0 1	3 4	1 2	1 2	155741 233612	
0 0	0 0	0 0	4 6	4 7	7 10	0 1	0 1	4 6	1 2	1	24 36	18	39	53	4	22	6827	2	1	4	1 2	0 1	1 2	1 2	4 6	313459 470188	
1 2	0 0	1 2	0 1	4 6	4 7	0 0	1 2	2 3	3 4	1	17 26	41	88	164	8	34	15750	11	4	1	0 1	2 3	0 1	2 3	3 4	255734 383601	
3 4	2 3	2 3	4 7	8 12	0 1	0 0	0 1	4 6	1 2	0	12 19	28	71	134	7	26	12549	12	3	3	0 1	2 3	0 1	3 4	1 2	106054 159081	
0 1	1 2	0 1	0 1	3 4	1 2	0 1	0 1	6 9	3 4	1	24 36	4	2	16	1	28	809	19	4	3	1 2	3 4	0 1	3 4	4 6	320000 480000	
2 3	0 0	2 3	7 10	5 8	1 2	1 2	2 3	4 6	1 2	0	5 8	16	30	59	4	21	7534	2	5	5	1 2	1 2	2 3	4 6	1 2	108327 162490	
2 3	3 4	0 0	7 10	6 9	4 7	4 6	2 3	3 4	4 6	1	20 31	3	8	17	0	29	594	13	4	1	3 4	4 6	4 6	4 6	4 6	316816 475225	
1 2	1 2	0 1	7 10	4 6	6 9	1 2	0 1	4 6	3 4	1	22 33	9	21	49	3	49	4032	6	2	1	4 6	4 6	2 3	1 2	4 6	307717 461576	
2 3	2 3	0 1	4 7	5 8	1 2	3 4	1 2	4 6	2 3	1	15 22	5	2	10	0	6	440	6	4	3	0 1	0 1	4 6	4 6	2 3	161874 242811	
0 0	0 0	1 2	7 10	6 9	6 9	0 1	3 4	4 6	0 1	0	4 7	18	40	71	4	25	7223	14	3	5	2 3	3 4	4 6	3 4	0 1	80000 120000	
2 3	0 1	3 4	8 12	4 7	5 8	0 1	1 2	1 2	1 2	0	8 13	12	30	34	2	6	4161	2	4	2	2 3	4 6	1 2	4 6	1 2	128040 192061	
0 1	2 3	3 4	3 4	2 3	5 8	2 3	2 3	5 8	4 6	1	14 21	27	38	104	4	11	9000	20	3	4	4 6	1 2	1 2	1 2	2 3	172020 258031	
3 4	3 4	3 4	0 1	1 2	0 1	4 6	0 1	1 2	1 2	1	14 21	6	16	50	2	21	3439	2	3	3	4 6	3 4	4 6	4 6	2 3	208669 313004	
3 4	3 4	1 2	4 6	4 6	6 9	3 4	0 0	4 7	2 3	1	13 20	25	38	95	4	2	9104	7	3	5	1 2	0 1	0 1	0 1	2 3	185030 277545	
0 1	3 4	2 3	7 10	4 7	2 3	0 0	2 3	4 6	2 3	1	14 21	17	44	97	4	38	8464	7	2	2	3 4	3 4	4 6	0 1	2 3	179307 268960	
0 1	1 2	1 2	1 2	1 2	1 2	2 3	0 1	5 8	4 6	1	17 26	20	35	53	3	41	6995	11	2	4	3 4	4 6	2 3	3 4	3 4	268955 403432	
1 2	1 2	2 3	0 1	2 3	6 9	4 6	1 2	6 9	4 6	1	17 26	9	29	46	3	22	5433	12	5	2	3 4	4 6	2 3	0 1	2 3	214799 322198	
0 1	0 1	0 1	6 9	3 4	3 4	0 1	2 3	0 1	0 1	0	8 12	6	17	27	1	9	3649	0	4	4	3 4	4 6	2 3	0 1	0 1	80000 120000	
2 3	1 2	0 1	7 10	3 4	4 7	4 6	0 0	4 7	2 3	1	16 24	1	5	10	1	21	771	1	5	1	3 4	4 6	3 4	0 1	3 4	278312 417469	
1 2	2 3	0 0	6 9	7 10	2 3	2 3	3 4	2 3	3 4	1	16 25	15	43	70	2	12	6698	8	3	2	2 3	1 2	3 4	0 1	2 3	202797 304196	
0 0	3 4	1 2	4 6	1 2	1 2	0 0	2 3	0 1	0 1	0	0 1	13	10	20	2	3	3229	12	5	5	3 4	1 2	1 2	1 2	0 1	80000 120000	
2 3	1 2	0 0	8 12	6 9	2 3	0 0	0 1	6 9	1 2	0	8 13	32	74	137	7	28	14412	1	1	4	2 3	4 6	1 2	2 3	1 2	116426 174639	
0 0	3 4	0 0	5 8	5 8	3 4	1 2	0 0	2 3	3 4	1	20 30	11	34	44	2	1	5557	1	1	2	4 6	2 3	3 4	2 3	3 4	281719 422578	
